Model,Band_Selection,N_Bands,OA,AA,Kappa
-0.3814137,-0.2869339,-0.26279193,-0.19604947,-0.20678945,-0.14462215
1.2257323,1.3125949,1.4369667,1.3437322,1.2601225,1.1661401
0.19440867,0.30095264,0.2968117,0.26619118,0.22967432,0.23749836
2.1138165,2.0675964,2.0833538,2.0018897,2.0247545,1.9303811
-0.6392446,-0.5525273,-0.5141647,-0.49604672,-0.47588742,-0.4734235
-0.94291216,-0.89272565,-0.85232085,-0.82359475,-0.9714215,-1.0377177
-0.6592981,-0.5137328,-0.45431402,-0.47461835,-0.42994386,-0.41121784
2.363053,2.1780117,2.0653987,2.0600524,2.018191,2.099225
-0.18947291,-0.11385055,-0.07725489,-0.012377677,-0.17069094,-0.13129236
1.6038843,1.5960935,1.5746232,1.5457712,1.4438968,1.4860549
-0.6277855,-0.609227,-0.5829929,-0.5756378,-0.53823936,-0.5711753
0.20586781,0.28304747,0.2698789,0.3396599,0.4331386,0.36635295
-2.0028837,-2.0864038,-2.195968,-2.2041943,-2.1593904,-2.1751926
0.16003121,0.19053741,0.21601331,0.29068077,0.22967432,0.20195226
0.48661703,0.35765237,0.41950554,0.41925102,0.5283074,0.5085373
1.5695069,1.5811725,1.5028024,1.3743442,1.4504602,1.5527037
-0.45876297,-0.31976005,-0.3525679,-0.30013013,-0.29867655,-0.27347672
0.71293527,0.79931325,0.8205049,0.89985883,0.9188276,0.87732804
-0.1694194,-0.09892958,-0.15805328,-0.101152375,-0.1214657,-0.091303006
-1.1062051,-0.95240957,-1.0228952,-1.0103278,-1.0403367,-1.0021716
0.39207903,0.42628884,0.43147567,0.39782265,0.4528287,0.49965078
-0.39287287,-0.34363362,-0.33162016,-0.29706895,-0.29211318,-0.21127106
-0.5733545,-0.624148,-0.53211987,-0.49604672,-0.58746463,-0.6600405
-0.3155236,-0.32572845,-0.33760524,-0.37666005,-0.27570477,-0.20238455
0.09127631,0.04729601,0.033468824,0.0029283059,0.13778721,0.077540934
-0.23817432,-0.16458188,-0.116157815,-0.15931511,-0.14771916,-0.14017889
-0.26109263,-0.1466767,-0.22987406,-0.22053903,-0.16084589,-0.18016824
-0.35563064,-0.2779813,-0.21790393,-0.19604947,-0.17069094,-0.2423739
-0.22671516,-0.13175572,-0.11915035,-0.12564194,-0.23632458,-0.19794129
0.4751579,0.566546,0.44643834,0.5263929,0.58737767,0.55296993
0.42645648,0.2621581,0.27586398,0.29374197,0.35437825,0.3619097
-0.32411796,-0.30782327,-0.23885165,-0.18380468,-0.1772543,-0.15795194
0.14570728,0.20247419,0.24593864,0.2692524,0.25920948,0.28637424
-0.18947291,-0.116834745,-0.17301594,-0.1562539,-0.17069094,-0.08241648
-0.28401092,-0.22128159,-0.19994873,-0.1562539,-0.14443748,-0.13129236
-1.3296585,-1.3761654,-1.2593054,-1.3378757,-1.306153,-1.2865404
0.81320286,0.9276337,0.8234975,0.8233289,0.7120816,0.690711
-0.02618,0.02640664,0.093319476,0.13762096,0.04918179,-0.0024377748
-0.41865596,-0.3555704,-0.33760524,-0.266457,-0.30523992,-0.39788806
-0.043368727,0.038343422,0.03945389,0.045785055,0.016364966,0.002005487
-0.18947291,-0.46001723,-0.55905265,-0.56645423,-0.5546478,-0.4245476
0.24883963,0.30393684,0.29381916,0.33659872,0.27233618,0.2330551
-0.6707573,-0.5764009,-0.54409,-0.51747507,-0.58746463,-0.5889483
0.10560025,0.16367964,0.18309546,0.22639565,0.045900106,0.028665056
0.18867908,0.1965058,0.2519237,0.20496728,0.20342086,0.18862247
-0.08634055,-0.07207182,0.033468824,0.015173092,-0.023015223,-0.033540606
1.3259999,1.2618636,1.3591608,1.3192427,1.2174608,1.2550052
-0.29260528,-0.23321837,-0.22089645,-0.23584501,-0.12474738,-0.25126043
-1.9369936,-2.131167,-2.1480875,-2.1643987,-2.1692355,-2.1307602
-0.42725033,-0.6211638,-0.5710228,-0.5542095,-0.55792946,-0.54895896
0.35770157,0.3964469,0.42249808,0.2753748,0.41016686,0.3619097
0.03111576,0.10101154,0.17112532,0.21415086,0.2690545,0.21083878
0.3347833,0.3278104,0.4075354,0.3702719,0.42985693,0.37523946
-1.1692303,-1.1195245,-0.99596244,-1.0317562,-0.9714215,-1.059934
-0.36708978,-0.43315947,-0.4004484,-0.3491093,-0.3380567,-0.31790936
-0.4788165,-0.41227013,-0.3795007,-0.3460481,-0.39384532,-0.44232067
0.7072057,0.8172184,0.79656464,0.7682274,0.7153633,0.71292734
1.4004844,1.4409153,1.3591608,1.4294457,1.3782631,1.4771683
0.40926775,0.30095264,0.27885652,0.24170163,0.24280106,0.2774877
-1.3840895,-1.3224498,-1.3939693,-1.3868549,-1.3324065,-1.330973
0.8561747,0.8948075,0.98509425,0.887614,0.9746162,0.8906578
-1.9484527,-2.0535777,-2.061304,-2.0939913,-2.0642216,-2.0641112
-0.43297988,-0.53163797,-0.55905265,-0.57257664,-0.6826334,-0.6378242
-0.14936587,-0.11385055,-0.05630716,-0.13176434,-0.08864887,-0.060200173
0.07695237,0.18456902,0.16514026,0.1774165,0.14763226,0.17973596
-0.7366474,-0.6808477,-0.6697764,-0.64298415,-0.738422,-0.7622355
-0.5074644,-0.41227013,-0.34957537,-0.3368645,-0.31180328,-0.34012565
0.60120857,0.6232458,0.7187588,0.67639154,0.5906594,0.62850535
-0.51605874,-0.37347558,-0.35855296,-0.3307421,-0.37415522,-0.39788806
-0.30692923,-0.46001723,-0.3705231,-0.38890484,-0.29867655,-0.27792
0.33191848,0.44419402,0.5182591,0.60598403,0.47908217,0.4152288
-0.18947291,-0.2839497,-0.28074712,-0.2633958,-0.23632458,-0.19794129
0.35770157,0.17860062,0.4075354,0.41618982,0.55784255,0.43744513
-1.9369936,-2.0446253,-2.1002069,-2.1123583,-2.1561089,-2.0552247
0.79314935,0.7366452,0.76663935,0.7743498,0.81709546,0.79290605
-0.00899127,-0.15861349,-0.044337027,-0.070540406,-0.082085505,-0.01576756
-0.92572343,-0.83005756,-0.87027603,-0.93379784,-0.89594275,-0.93552274
-2.0916922,-2.1281826,-2.1869903,-2.1950107,-2.2644043,-2.1929657
0.011062245,0.011485661,0.07237175,0.07333583,0.19357581,0.09531398
0.24024527,0.36660495,0.28184903,0.3304763,0.4561104,0.4152288
0.7816902,0.7426136,0.84444517,0.7927169,0.57425094,0.56629974
-1.0718277,-1.2388923,-1.2473352,-1.2766519,-1.3816317,-1.2776538
-0.5819489,-0.57938504,-0.7206494,-0.7042081,-0.7581121,-0.6244944
-1.4299262,-1.4477861,-1.4029468,-1.3899161,-1.3127164,-1.4420545
1.1111408,1.1633852,1.1137731,1.0070007,1.069785,1.0506152
0.5696959,0.5784828,0.6170127,0.56006604,0.64972967,0.6773813
0.90487605,0.97538084,0.93122864,0.9794499,1.0008696,1.0372854
-0.96296567,-0.8957099,-0.8283806,-0.86032915,-0.97798485,-0.9843986
-1.4098725,-1.3433392,-1.3460888,-1.3470594,-1.2372377,-1.3176432
0.46656352,0.36362076,0.3985578,0.38251665,0.6923915,0.5307536
0.10273546,-0.015372098,-0.0024415676,-0.015438872,0.09840702,0.09531398
0.3290537,0.2591739,0.11725974,0.110070184,0.08856198,0.24194162
-0.9113995,-0.7793262,-0.7954627,-0.78992164,-0.87953436,-0.9799553
-0.22671516,-0.23918676,-0.16703087,-0.19911066,-0.1214657,-0.2068278
-0.44730383,-0.4182385,-0.41241854,-0.44706756,-0.34462008,-0.3578987
-0.25822783,-0.39138076,-0.499202,-0.49298552,-0.459479,-0.41121784
-0.44443905,-0.38242817,-0.2957098,-0.28788537,-0.29211318,-0.3445689
1.5036168,1.5304412,1.5686382,1.5641384,1.4570235,1.5349307
-1.1778247,-1.2299398,-1.0977086,-1.1144085,-1.1289423,-1.0999234
-0.53611225,-0.52865374,-0.4722692,-0.38890484,-0.56121117,-0.5756185
-0.18947291,-0.12280314,-0.07426236,-0.0766628,-0.055832047,-0.0024377748
0.5496424,0.4561308,0.5900799,0.63047355,0.62675786,0.54852664
-1.9513175,-2.0893881,-2.0912294,-2.1490927,-2.06094,-2.0907707
0.6585043,0.6620403,0.6708783,0.74067664,0.64972967,0.63294864
2.4633207,2.3123004,2.140212,2.1763778,2.1428952,2.2147498
-0.18087855,-0.20039223,-0.26279193,-0.29094654,-0.12474738,-0.18905476
0.26602837,0.16367964,0.17711039,0.18660009,0.10825206,0.03755158
-0.5590306,-0.5047802,-0.44832894,-0.3491093,-0.48245078,-0.5000831
-0.8426446,-0.77634203,-0.8134179,-0.7746156,-0.8401542,-0.7888951
0.17435516,0.29200006,0.14419253,0.12231497,0.232956,0.15751964
-0.5275179,-0.5256696,-0.43935135,-0.44400638,-0.459479,-0.40233132
0.40640298,0.6053406,0.56613964,0.49578094,0.4200119,0.486321
0.8676338,0.99925435,0.92524356,0.8967976,0.9910246,0.9884096
0.76450145,0.841092,0.8234975,0.80496174,0.89585584,0.8906578
-0.9285882,-0.7852946,-0.72364193,-0.71339166,-0.74826705,-0.8422142
0.6699635,0.6620403,0.646938,0.6335348,0.83350384,0.72625715
-0.16082503,-0.23321837,-0.15506074,-0.122580744,-0.15428253,-0.21571434
0.27175793,0.4053995,0.55117697,0.51108694,0.521744,0.49076426
-0.014720847,-0.00045112072,-0.014411698,-0.055234425,-4.3445918e-05,0.028665056
-0.53611225,-0.5047802,-0.5051871,-0.51747507,-0.4988592,-0.51341283
-0.3155236,-0.22128159,-0.23585913,-0.22053903,-0.13459243,-0.22460085
-0.23817432,-0.2809655,-0.31366497,-0.27257937,-0.32492998,-0.30457956
-0.404332,-0.3675072,-0.37351564,-0.37359884,-0.34462008,-0.29569304
-0.687946,-0.67786354,-0.61890334,-0.6001274,-0.7023235,-0.7266894
-0.27828136,-0.23918676,-0.22688152,-0.22053903,-0.252733,-0.23793064
0.44651002,0.27409488,0.35666236,0.30598676,0.4003218,0.43744513
-0.031909574,-0.16756608,-0.15805328,-0.17768228,-0.13459243,-0.10907605
-0.28114614,-0.3585546,-0.21790393,-0.18074349,-0.20350777,-0.21127106
-0.2410391,-0.27499712,-0.2897247,-0.28176296,-0.24616963,-0.1268491
-0.7681601,-0.6957687,-0.6637913,-0.6460453,-0.60059136,-0.63338095
-2.0200725,-2.1520562,-2.15108,-2.1950107,-2.2381508,-2.1529765
-1.3926839,-1.4477861,-1.4747677,-1.4756296,-1.4374204,-1.3887354
1.2744337,1.3125949,1.2783624,1.26108,1.1977706,1.1083776
3.0649261,2.7987244,2.6818604,2.6600468,2.6876545,2.730168
-1.9828302,-1.9998622,-2.1121771,-2.152154,-2.1167285,-2.0641112
-0.7395122,-0.6181796,-0.62788093,-0.62767816,-0.56777453,-0.60672134
-0.8798868,-0.73754746,-0.72364193,-0.73175883,-0.7154502,-0.7400192
1.9533885,1.7840978,1.9516824,1.8335239,1.8114452,1.810413
0.77023107,0.80826586,0.69781107,0.73761547,0.8039687,0.72181386
-2.1375287,-2.2594872,-2.285744,-2.3205197,-2.3234746,-2.2418416
-0.13790673,-0.00045112072,-0.011419166,-0.0031940872,-0.062395412,-0.011324298
0.43218607,0.42330468,0.57511723,0.56006604,0.57425094,0.5218671
0.39207903,0.42330468,0.5421994,0.434557,0.42329356,0.3619097
0.8189324,0.7366452,0.7636468,0.71618706,0.8466306,0.7307004
-1.3525769,-1.3851179,-1.45382,-1.4909356,-1.3619417,-1.3887354
0.65277475,0.67994547,0.736714,0.76210505,0.76458853,0.82845217
0.19440867,0.30095264,0.35067728,0.3549659,0.305153,0.28193098
0.24311006,0.39346272,0.3147669,0.30292556,0.4036035,0.3130338
-0.46162778,-0.32572845,-0.39147082,-0.36747646,-0.3413384,-0.28680652
0.39207903,0.5158147,0.55716205,0.63659596,0.4725188,0.45966142
2.3802419,2.1272802,2.2718835,2.1457658,2.0805433,2.1969767
-1.3267938,-1.2448608,-1.1605518,-1.2123667,-1.1125338,-1.1710156
-1.0002079,-0.95240957,-0.8882313,-0.9215531,-1.017365,-1.0199447
0.22305654,0.2621581,0.23097599,0.28761956,0.24608274,0.117530294
0.46656352,0.30095264,0.2519237,0.23864043,0.31499806,0.26415792
-0.34417146,-0.2958865,-0.2597994,-0.21747784,-0.21007112,-0.22460085
1.9505237,1.9124182,1.825996,1.7478104,1.7556566,1.7970831
-0.08920533,0.09504314,-0.03835196,-0.012377677,0.07543525,0.050881367
0.13711292,0.10399573,0.18908052,0.22027326,0.22967432,0.18417922
1.621073,1.4349469,1.4309816,1.371283,1.5062487,1.708218
2.3888361,2.2257588,2.1222568,2.25903,2.1428952,2.2325227
0.6098029,0.7008349,0.7307289,0.8141453,0.7809969,0.79734933
0.4694283,0.29796845,0.23995358,0.1896613,0.22639264,0.33080685
0.7559071,0.733661,0.877363,0.7804722,0.8039687,0.7173706
0.5181297,0.65308774,0.6170127,0.60598403,0.59394103,0.5129806
-1.9627767,-2.0356727,-2.1121771,-2.1092973,-2.083912,-2.0507815
-2.0172076,-2.1669772,-2.2378635,-2.2592957,-2.2972212,-2.148533
-0.25822783,-0.1496609,-0.22987406,-0.15013151,-0.15428253,-0.16683845
0.6785578,0.5874354,0.6738708,0.7039423,0.6923915,0.6373919
0.32618892,0.3427314,0.35666236,0.33353752,0.41344854,0.39301252
0.36343116,0.42330468,0.5152666,0.63047355,0.5611242,0.45966142
0.71293527,0.7217242,0.76963186,0.7100647,0.76458853,0.690711
-1.5760303,-1.7044269,-1.7321254,-1.7970551,-1.7393352,-1.6286715
1.5236703,1.420026,1.4369667,1.3774054,1.4274883,1.606023
-0.44730383,-0.31677586,-0.31067243,-0.3246197,-0.2724231,-0.28680652
-1.9083457,-1.9938939,-2.0433488,-2.0664403,-2.0117147,-1.993019
0.18008474,0.1965058,0.12324481,0.17435531,0.20342086,0.13530333
0.6126677,0.56356186,0.6768634,0.6794527,0.61691284,0.5796295
-1.3812248,-1.3314024,-1.2952157,-1.2827742,-1.2634912,-1.3354163
1.8416617,1.7990189,1.7212573,1.7447491,1.7392482,1.641569
-0.5618954,-0.6420532,-0.61291826,-0.6001274,-0.603873,-0.5933916
-0.5504362,-0.4779224,-0.45132148,-0.45931235,-0.44635227,-0.4734235
0.4436452,0.48597276,0.5212517,0.5386377,0.43970197,0.3707962
0.6986113,0.65308774,0.6349679,0.63047355,0.5808143,0.6062891
0.7616367,0.70381904,0.68284845,0.66108555,0.72520834,0.690711
0.95357746,0.95449144,0.9641465,1.0161843,0.8827291,0.9839663
0.48088747,0.4680676,0.506289,0.46823016,0.5250257,0.43744513
-1.0145319,-1.0091093,-1.0558131,-1.0317562,-1.1387873,-1.0510476
0.98509014,1.008207,0.9551689,1.0406739,0.9943063,1.0906045
1.0853577,1.1783061,1.1347209,1.0621022,1.0468132,1.1483669
2.483374,2.2556007,2.1611598,2.240663,2.1625853,2.1214414
0.24597485,0.22634774,0.21601331,0.1835389,0.34125152,0.2908175
1.486428,1.4558363,1.6254963,1.6284237,1.5357839,1.4771683
-0.017585635,0.15174286,0.033468824,0.027417878,0.026210014,0.073097676
0.15430164,0.1935216,0.19506559,0.3519047,0.37735003,0.25971466
3.9071739,3.795446,3.6155305,3.6212623,3.5179203,3.7521183
1.7614477,1.7751453,1.6314814,1.6437297,1.555474,1.7171044
1.7098815,1.6587616,1.7541752,1.7141372,1.627671,1.6771151
-0.24676868,-0.09892958,-0.15506074,-0.10727476,-0.062395412,-0.122405834
-0.30406445,-0.24217096,-0.30767992,-0.28482416,-0.19366272,-0.30457956
0.18008474,0.21739516,0.29381916,0.30598676,0.23951937,0.11308703
0.6986113,0.8470604,0.8055423,0.8202677,0.8400672,0.80179256
-0.43297988,-0.5584957,-0.69371665,-0.7256364,-0.738422,-0.584505
0.31472975,0.19053741,0.102297075,0.10394779,0.09840702,0.14418986
-1.3869543,-1.5015016,-1.4747677,-1.4878744,-1.4833639,-1.4820439
0.7816902,0.8679498,0.85342276,0.9121036,0.8696024,0.8906578
-0.5704897,-0.4779224,-0.5201497,-0.45625114,-0.4627607,-0.44232067
-0.31838837,-0.3704914,-0.3166575,-0.3307421,-0.37087354,-0.3578987
-0.023315212,-0.17950286,-0.18498607,-0.20523305,-0.18709935,-0.1268491
0.71293527,0.70680326,0.7606543,0.7590438,0.78427863,0.6951543
-0.35563064,-0.39138076,-0.43336627,-0.4042108,-0.44963396,-0.4245476
-0.5332475,-0.46598563,-0.49321693,-0.44400638,-0.42994386,-0.3712285
-0.8311854,-0.74351585,-0.70568675,-0.7103305,-0.82702744,-0.8866468
1.744259,1.6587616,1.6554216,1.5702609,1.6736145,1.7482073
0.83612114,0.8231868,0.8624004,0.93965435,1.0172781,0.89954436
1.6955576,1.527457,1.6464441,1.5855669,1.6440794,1.6771151
-0.3613602,-0.39436495,-0.39147082,-0.4042108,-0.35118344,-0.3356824
0.9593071,0.8888391,0.93122864,0.9274096,0.90570086,1.0283989
0.3061354,0.36958915,0.33870715,0.30904794,0.35437825,0.29526076
-1.9513175,-1.9730045,-2.0463414,-2.0633793,-2.10032,-2.1085439
0.8275268,0.8500446,0.9402062,0.85394084,0.89257413,0.7440302
-1.5101402,-1.5880432,-1.657312,-1.6746073,-1.6441664,-1.5664659
-0.5790841,-0.5644641,-0.5859854,-0.54808706,-0.5546478,-0.54895896
-0.49314043,-0.349602,-0.41840363,-0.41339442,-0.32492998,-0.29124978
-0.39287287,-0.31379166,-0.36753055,-0.3399257,-0.29539487,-0.31346607
-2.1088808,-2.1878664,-2.273774,-2.3143973,-2.2840943,-2.2329552
-2.1031513,-2.2684398,-2.2707813,-2.323581,-2.3037846,-2.246285
-1.9828302,-2.0684988,-2.022401,-2.0817463,-2.123292,-2.0907707
0.81606764,0.7784239,0.8923257,0.7835334,0.8302222,0.7529167
0.9994141,1.1514484,1.1796088,1.1141425,1.0665033,1.1083776
-0.30119964,-0.40928593,-0.3525679,-0.35523167,-0.37087354,-0.38900155
-0.32984754,-0.39138076,-0.37650815,-0.31543612,-0.41025373,-0.4156611
-0.89707553,-0.80319977,-0.7834926,-0.8174724,-0.85656255,-0.8111114
1.59529,1.5185044,1.4130265,1.3223039,1.5325022,1.5038279
-0.1465011,-0.17950286,-0.32264256,-0.3338033,-0.30195823,-0.22904411
-0.91712904,-0.8837731,-0.8762611,-0.84808433,-0.9123512,-0.8022249
0.013927032,0.008501466,-0.1879786,-0.2542122,-0.1969444,-0.0690867
0.99368453,0.96941245,0.97611666,0.9916947,0.9221093,1.0772748
0.74444795,0.71874005,0.6619007,0.6794527,0.7153633,0.7618032
-1.0804219,-1.0150777,-1.0647907,-1.0103278,-1.0206467,-1.059934
-0.5733545,-0.60624284,-0.5620452,-0.5297199,-0.4791691,-0.53562915
0.9507127,0.98731756,0.92524356,1.074347,1.0402498,1.0017394
0.38348466,0.39346272,0.35666236,0.27843598,0.42985693,0.3130338
0.17435516,0.28901586,0.2040432,0.29986435,0.4003218,0.30414727
1.4119436,1.3364685,1.2663924,1.1876112,1.3454463,1.4460655
0.42072693,0.28006327,0.4344682,0.43149582,0.584096,0.45521817
-1.0288558,-0.9553938,-0.960052,-0.93992025,-0.9845482,-1.0865936
-0.538977,-0.4749382,-0.5081796,-0.4899243,-0.39384532,-0.4156611
1.3460534,1.2111323,1.3082877,1.2916919,1.214179,1.2949946
-1.9627767,-2.0207517,-2.0762668,-2.106236,-2.0182781,-2.041895
0.5668311,0.61429316,0.5811023,0.5937392,0.5512792,0.57518625
-0.66216296,-0.5764009,-0.53810495,-0.55114824,-0.521831,-0.5534022
0.059763644,0.07713796,0.08733441,0.107008986,-0.039423633,-0.042427126
0.6298564,0.7455978,0.6529231,0.6243512,0.7153633,0.65072167
-0.89421076,-0.8390101,-0.8044403,-0.7746156,-0.81718236,-0.8822036
0.1858143,0.23231614,0.1412,0.22333445,0.3445332,0.26860118
1.4262675,1.3334843,1.3741235,1.3192427,1.4012349,1.4327357
-2.0429907,-2.1102774,-2.1031995,-2.1797047,-2.1823623,-2.1529765
-0.7624305,-0.9165992,-0.9391043,-0.94604266,-1.089562,-0.9932851
0.32618892,0.42330468,0.29381916,0.3519047,0.4922089,0.33080685
-1.9398583,-2.0505936,-2.1031995,-2.1337867,-2.185644,-2.077441
-0.2639574,-0.1526451,-0.13411301,-0.13176434,-0.052550364,-0.10463279
0.43791565,0.35765237,0.41950554,0.4529242,0.5315891,0.5574132
-1.9369936,-1.9431626,-2.0463414,-2.0511343,-2.051095,-2.0330083
-0.32125318,-0.2809655,-0.23885165,-0.22360022,-0.28226814,-0.24681716
0.24883963,0.014469858,-0.029374361,-0.021561265,-0.095212236,0.033108316
0.3090002,0.4024153,0.4135205,0.4437406,0.35109657,0.30859053
-0.39860243,-0.30185488,-0.38249323,-0.35523167,-0.26257804,-0.21127106
-0.5676249,-0.624148,-0.5620452,-0.52665865,-0.65637994,-0.668927
0.0712228,0.11294831,0.10828214,0.13149856,0.111533746,0.15751964
-1.1491768,-1.143398,-1.0647907,-1.09298,-1.0764353,-1.1399127
-0.60486716,-0.5764009,-0.57700783,-0.47767952,-0.5415211,-0.54007244
-0.8082671,-0.7673894,-0.70269424,-0.72257525,-0.7515487,-0.7266894
-0.538977,-0.45404884,-0.4423439,-0.35217047,-0.4004087,-0.38900155
-0.93431777,-0.7882788,-0.8373582,-0.78992164,-0.9320413,-0.8822036
-0.93718255,-0.9106308,-0.9031939,-0.86951274,-0.9615764,-0.9755121
-0.7309179,-0.8330417,-0.77451503,-0.8174724,-0.76467544,-0.7355759
0.7358536,0.78737646,0.7995572,0.73149306,0.6530113,0.72181386
-0.15223067,-0.048198253,-0.10119515,-0.122580744,-0.16412757,-0.17128171
-0.43870947,-0.44211206,-0.39446336,-0.37666005,-0.43322554,-0.47786677
1.4004844,1.5244728,1.4429517,1.4141399,1.3356013,1.4016329
0.2803523,0.20545839,0.27287143,0.29374197,0.39375845,0.2330551
0.20300303,0.1219009,0.018506162,0.009050699,0.059026837,0.12197355
-0.48741087,-0.3525862,-0.31067243,-0.3215585,-0.28554982,-0.26903346
0.47802266,0.4620992,0.34469223,0.32129273,0.44298366,0.3130338
-1.0861516,-1.0001566,-0.99895495,-1.0317562,-1.161759,-1.0155014
0.5611015,0.5844512,0.5631471,0.6855751,0.55456084,0.5574132
-1.9283992,-1.9700203,-2.0373638,-2.075624,-2.1101654,-2.0374515
0.6413156,0.64711934,0.62599033,0.6427184,0.5906594,0.6151756
0.7902846,0.79931325,0.77860945,0.94577676,0.9319543,0.94397694
-0.35276583,-0.45703304,-0.47825426,-0.42563918,-0.397127,-0.3934448
-1.1463121,-1.0270145,-1.0378579,-1.0684905,-0.99767494,-1.024388
0.3978086,0.4471782,0.48534125,0.5416989,0.53487074,0.45966142
0.69574654,0.5844512,0.69182605,0.6855751,0.62675786,0.61961883
1.3718365,1.5364096,1.4938248,1.4967921,1.2995027,1.4105195
1.2744337,1.0499856,1.4190115,1.276386,1.1879256,1.1439238
0.7501775,0.8679498,0.8803556,0.8110841,0.8236588,0.80179256
-0.1952025,-0.0123879025,-0.06827729,-0.05217323,-0.0066068107,-0.07352996
-0.7681601,-0.8688521,-0.75057477,-0.7715544,-0.8335908,-0.8288844
0.17435516,0.15771125,0.13820747,0.12231497,0.1574773,0.197509
-1.0088023,-0.92555183,-0.92114913,-0.90930825,-0.95829475,-0.9621823
-0.5275179,-0.3675072,-0.41241854,-0.40114963,-0.3577468,-0.3934448
-0.39000806,-0.40033334,-0.42738122,-0.422578,-0.40369037,-0.38900155
0.06549322,0.04729601,0.120252274,0.12537616,0.1968575,0.09531398
0.7759606,0.76350296,0.7456916,0.6886363,0.81709546,0.86399823
-1.1147994,-0.9494254,-0.98698485,-0.9613486,-0.93860465,-1.042161
1.8187435,1.6319039,1.73622,1.6376072,1.7195581,1.7659804
-1.6018134,-1.6805533,-1.6333718,-1.6470566,-1.5883777,-1.6508878
-0.96296567,-0.8688521,-0.86129844,-0.8786963,-0.810619,-0.86443055
-0.6220559,-0.6181796,-0.6637913,-0.63686174,-0.6826334,-0.6378242
0.20586781,0.08012216,0.12922987,0.16211052,0.09512534,0.16196291
-0.28401092,-0.26902872,-0.1879786,-0.18992707,-0.16412757,-0.17128171
2.8901742,2.5629728,2.4963233,2.4855587,2.411993,2.388037
-1.1233938,-1.1821927,-1.2024472,-1.1756324,-1.1125338,-1.1132532
-0.538977,-0.59430605,-0.6548137,-0.65829015,-0.603873,-0.54007244
-0.5303827,-0.4898592,-0.37351564,-0.37053767,-0.35118344,-0.4156611
-0.48454607,-0.3525862,-0.38249323,-0.35217047,-0.22976121,-0.3578987
-2.1461232,-2.208756,-2.2707813,-2.2960303,-2.2709677,-2.2685013
0.4035382,0.27707908,0.20105065,0.20802847,0.14106889,0.26415792
-0.17228419,-0.12578733,-0.10418768,-0.09196878,-0.1214657,-0.042427126
0.23738049,0.24723712,0.26389384,0.25088522,0.39375845,0.29970402
-1.971371,-2.0535777,-2.1391098,-2.1429703,-2.123292,-2.0907707
-0.8712925,-0.7882788,-0.76852995,-0.73175883,-0.8893794,-0.8422142
-0.4100616,-0.486875,-0.56803024,-0.5542095,-0.5119859,-0.48231003
-1.8911569,-1.9550993,-2.0433488,-2.060318,-2.0478132,-2.0241218
